Opened,Closed,Symbol,Exp,Type,Legs,Quantity,Status,P/L,Risk,ROR,Premium,Reward/Risk,Open Price,Open Bid Price,Open Ask Price,Close Price,Close Bid Price,Close Ask Price,Max Loss,Max Profit,Price at Open,Price at Close
"Dec 29, 2025 9:45am","Dec 29, 2025 4:00pm","SPX","Dec 29, 2025","longcall","long call 6,885","1","expired","-961","3035","-31.66","3035","NaN","30.35","30.1","30.6","20.74","","","3035","","6912.62","6905.74"
"Dec 30, 2025 9:45am","Dec 30, 2025 9:49am","SPX","Dec 30, 2025","longcall","long call 6,875","1","profits","515","2765","18.63","2765","NaN","27.65","27.4","27.9","32.8","32.6","33","2765","","6898.89","6905.56"
"Dec 31, 2025 9:45am","Dec 31, 2025 9:55am","SPX","Dec 31, 2025","longcall","long call 6,855","1","profits","420","3445","12.19","3445","NaN","34.45","34.2","34.7","38.65","38.3","39","3445","","6885.74","6890.16"
"Jan 2, 2026 9:45am","Jan 2, 2026 9:48am","SPX","Jan 2, 2026","longcall","long call 6,845","1","profits","885","3360","26.34","3360","NaN","33.6","33.4","33.8","42.45","42.2","42.7","3360","","6876.08","6886.36"
"Jan 5, 2026 9:45am","Jan 5, 2026 9:46am","SPX","Jan 5, 2026","longcall","long call 6,875","1","profits","315","2970","10.61","2970","NaN","29.7","29.5","29.9","32.85","32.6","33.1","2970","","6901.35","6904.4"
"Jan 6, 2026 9:45am","Jan 6, 2026 9:47am","SPX","Jan 6, 2026","longcall","long call 6,890","2","profits","710","4830","14.7","4830","NaN","24.15","23.9","24.4","27.7","27.4","28","2415","","6911.79","6916.14"
"Jan 7, 2026 9:45am","Jan 7, 2026 11:47am","SPX","Jan 7, 2026","longcall","long call 6,930","1","profits","315","2685","11.73","2685","NaN","26.85","26.7","27","30","29.8","30.2","2685","","6954.14","6959.9"
"Jan 8, 2026 9:45am","Jan 8, 2026 9:47am","SPX","Jan 8, 2026","longcall","long call 6,870","1","profits","470","3765","12.48","3765","NaN","37.65","37.4","37.9","42.35","42.1","42.6","3765","","6903.62","6908.94"
"Jan 12, 2026 9:45am","Jan 12, 2026 9:51am","SPX","Jan 12, 2026","longcall","long call 6,925","1","profits","525","3105","16.91","3105","NaN","31.05","30.8","31.3","36.3","36.1","36.5","3105","","6953.14","6959.36"
"Jan 13, 2026 9:45am","Jan 13, 2026 4:00pm","SPX","Jan 13, 2026","longcall","long call 6,945","1","expired","-1591","3465","-45.92","3465","NaN","34.65","34.4","34.9","18.74","","","3465","","6976.48","6963.74"
"Jan 15, 2026 9:45am","Jan 15, 2026 10:36am","SPX","Jan 15, 2026","longcall","long call 6,930","1","profits","425","3870","10.98","3870","NaN","38.7","38.4","39","42.95","42.7","43.2","3870","","6965.53","6971.51"
"Jan 16, 2026 9:45am","Jan 16, 2026 9:46am","SPX","Jan 16, 2026","longcall","long call 6,925","1","profits","415","3375","12.3","3375","NaN","33.75","33.5","34","37.9","37.4","38.4","3375","","6954.74","6960.72"
"Jan 21, 2026 9:45am","Jan 21, 2026 9:48am","SPX","Jan 21, 2026","longcall","long call 6,780","1","profits","920","4915","18.72","4915","NaN","49.15","48.9","49.4","58.35","58","58.7","4915","","6823.33","6834.39"
"Jan 22, 2026 9:45am","Jan 22, 2026 11:46am","SPX","Jan 22, 2026","longcall","long call 6,880","1","profits","505","4195","12.04","4195","NaN","41.95","41.7","42.2","47","46.8","47.2","4195","","6917.92","6926.32"
"Jan 23, 2026 9:45am","Jan 23, 2026 9:58am","SPX","Jan 23, 2026","longcall","long call 6,875","1","profits","420","3260","12.88","3260","NaN","32.6","32.3","32.9","36.8","36.6","37","3260","","6903.62","6908.15"
"Jan 26, 2026 9:45am","Jan 26, 2026 10:17am","SPX","Jan 26, 2026","longcall","long call 6,915","1","profits","350","3410","10.26","3410","NaN","34.1","33.9","34.3","37.6","37.4","37.8","3410","","6945.42","6950.79"
"Jan 27, 2026 9:45am","Jan 27, 2026 9:50am","SPX","Jan 27, 2026","longcall","long call 6,940","1","profits","310","2780","11.15","2780","NaN","27.8","27.6","28","30.9","30.7","31.1","2780","","6965.46","6968.26"
"Jan 28, 2026 9:45am","Jan 28, 2026 4:00pm","SPX","Jan 28, 2026","longcall","long call 6,965","1","expired","-2642","3945","-66.97","3945","NaN","39.45","39.3","39.6","13.03","","","3945","","7000.57","6978.03"
"Feb 2, 2026 9:45am","Feb 2, 2026 9:51am","SPX","Feb 2, 2026","longcall","long call 6,910","1","profits","955","4350","21.95","4350","NaN","43.5","43.2","43.8","53.05","52.8","53.3","4350","","6948.53","6959.73"
"Feb 3, 2026 9:45am","Feb 3, 2026 9:48am","SPX","Feb 3, 2026","longcall","long call 6,935","1","profits","540","4300","12.56","4300","NaN","43","42.5","43.5","48.4","48","48.8","4300","","6973.75","6980.52"
"Feb 9, 2026 9:45am","Feb 9, 2026 10:16am","SPX","Feb 9, 2026","longcall","long call 6,895","1","profits","595","4410","13.49","4410","NaN","44.1","43.9","44.3","50.05","49.7","50.4","4410","","6934.24","6943.33"
"Feb 10, 2026 9:45am","Feb 10, 2026 9:51am","SPX","Feb 10, 2026","longcall","long call 6,920","1","profits","495","4555","10.87","4555","NaN","45.55","45.3","45.8","50.5","50.1","50.9","4555","","6961.13","6967.22"
"Feb 11, 2026 9:45am","Feb 11, 2026 9:46am","SPX","Feb 11, 2026","longcall","long call 6,940","1","profits","535","4040","13.24","4040","NaN","40.4","40.2","40.6","45.75","45.5","46","4040","","6975.63","6982.04"
"Feb 12, 2026 9:45am","Feb 12, 2026 4:00pm","SPX","Feb 12, 2026","longcall","long call 6,920","1","expired","-4495","4495","-100","4495","NaN","44.95","44.6","45.3","0","","","4495","","6960.53","6832.76"
"Feb 25, 2026 9:45am","Feb 25, 2026 9:46am","SPX","Feb 25, 2026","longcall","long call 6,890","1","profits","420","3965","10.59","3965","NaN","39.65","39.4","39.9","43.85","43.6","44.1","3965","","6925.84","6930.36"
"Mar 17, 2026 9:45am","Mar 17, 2026 9:47am","SPX","Mar 17, 2026","longcall","long call 6,705","1","profits","720","4465","16.13","4465","NaN","44.65","44.4","44.9","51.85","51.6","52.1","4465","","6745.17","6753.89"
"Apr 9, 2026 9:45am","Apr 9, 2026 11:19am","SPX","Apr 9, 2026","longcall","long call 6,745","1","profits","440","3875","11.35","3875","NaN","38.75","38.5","39","43.15","42.9","43.4","3875","","6780.51","6786"
"Apr 10, 2026 9:45am","Apr 10, 2026 10:26am","SPX","Apr 10, 2026","longcall","long call 6,800","1","profits","400","3645","10.97","3645","NaN","36.45","36.3","36.6","40.45","40.2","40.7","3645","","6833.05","6838.89"
"Apr 13, 2026 9:45am","Apr 13, 2026 9:49am","SPX","Apr 13, 2026","longcall","long call 6,755","1","profits","750","4320","17.36","4320","NaN","43.2","43","43.4","50.7","50.1","51.3","4320","","6793.03","6802.21"
"Apr 14, 2026 9:45am","Apr 14, 2026 10:10am","SPX","Apr 14, 2026","longcall","long call 6,895","1","profits","420","3125","13.44","3125","NaN","31.25","31","31.5","35.45","35.2","35.7","3125","","6923.15","6927.84"
"Apr 15, 2026 9:45am","Apr 15, 2026 9:48am","SPX","Apr 15, 2026","longcall","long call 6,935","1","profits","695","3750","18.53","3750","NaN","37.5","36.4","38.6","44.45","44.2","44.7","3750","","6967.44","6976.23"
"Apr 16, 2026 9:45am","Apr 16, 2026 11:16am","SPX","Apr 16, 2026","longcall","long call 7,000","1","profits","645","3620","17.82","3620","NaN","36.2","36","36.4","42.65","42.4","42.9","3620","","7033","7041.5"
"Apr 17, 2026 9:45am","Apr 17, 2026 9:52am","SPX","Apr 17, 2026","longcall","long call 7,055","1","profits","485","4445","10.91","4445","NaN","44.45","44.1","44.8","49.3","49","49.6","4445","","7095.82","7100.86"
"Apr 20, 2026 9:45am","Apr 20, 2026 9:56am","SPX","Apr 20, 2026","longcall","long call 7,070","1","profits","610","4635","13.16","4635","NaN","46.35","46.2","46.5","52.45","52.3","52.6","4635","","7111.45","7120.55"
"Apr 21, 2026 9:45am","Apr 21, 2026 9:49am","SPX","Apr 21, 2026","longcall","long call 7,085","1","profits","610","3965","15.38","3965","NaN","39.65","39.5","39.8","45.75","45.5","46","3965","","7120.4","7128.82"
"Apr 22, 2026 9:45am","Apr 22, 2026 9:47am","SPX","Apr 22, 2026","longcall","long call 7,075","1","profits","550","4070","13.51","4070","NaN","40.7","40.5","40.9","46.2","46","46.4","4070","","7110.86","7117.48"
"Apr 23, 2026 9:45am","Apr 23, 2026 10:53am","SPX","Apr 23, 2026","longcall","long call 7,095","1","profits","500","3890","12.85","3890","NaN","38.9","38.6","39.2","43.9","43.7","44.1","3890","","7129.76","7137.81"
"Apr 24, 2026 9:45am","Apr 24, 2026 10:44am","SPX","Apr 24, 2026","longcall","long call 7,080","1","profits","595","4810","12.37","4810","NaN","48.1","47.9","48.3","54.05","53.7","54.4","4810","","7123.89","7131.82"
"Apr 27, 2026 9:45am","Apr 27, 2026 1:24pm","SPX","Apr 27, 2026","longcall","long call 7,125","1","profits","405","3960","10.23","3960","NaN","39.6","39.4","39.8","43.65","43.4","43.9","3960","","0","0"
"Apr 28, 2026 9:45am","Apr 28, 2026 4:00pm","SPX","Apr 28, 2026","longcall","long call 7,110","1","expired","-1320","4200","-31.43","4200","NaN","42","41.8","42.2","28.8","","","4200","","7147.31","7138.8"
"Apr 29, 2026 9:45am","Apr 29, 2026 9:55am","SPX","Apr 29, 2026","longcall","long call 7,085","1","profits","470","4420","10.63","4420","NaN","44.2","44","44.4","48.9","48.7","49.1","4420","","7123.49","7130.15"
"Apr 30, 2026 9:45am","Apr 30, 2026 10:53am","SPX","Apr 30, 2026","longcall","long call 7,110","1","profits","490","4770","10.27","4770","NaN","47.7","47.5","47.9","52.6","52.2","53","4770","","7152.43","7160.09"
"May 1, 2026 9:45am","May 1, 2026 9:56am","SPX","May 1, 2026","longcall","long call 7,215","1","profits","670","3735","17.94","3735","NaN","37.35","37.1","37.6","44.05","43.7","44.4","3735","","7249.1","7257.23"
"May 4, 2026 9:45am","May 4, 2026 9:50am","SPX","May 4, 2026","longcall","long call 7,190","1","profits","380","3665","10.37","3665","NaN","36.65","36.4","36.9","40.45","40.2","40.7","3665","","7222.98","7227.25"
"May 5, 2026 9:45am","May 5, 2026 9:51am","SPX","May 5, 2026","longcall","long call 7,215","1","profits","410","3415","12.01","3415","NaN","34.15","33.8","34.5","38.25","38","38.5","3415","","7245.53","7250.86"
"May 6, 2026 9:45am","May 6, 2026 9:55am","SPX","May 6, 2026","longcall","long call 7,285","1","profits","420","3405","12.33","3405","NaN","34.05","33.9","34.2","38.25","38","38.5","3405","","7315.73","7319.93"
"May 7, 2026 9:45am","May 7, 2026 10:08am","SPX","May 7, 2026","longcall","long call 7,330","1","profits","450","3980","11.31","3980","NaN","39.8","39.6","40","44.3","44.1","44.5","3980","","7366.11","7373.65"
"May 8, 2026 9:45am","May 8, 2026 9:47am","SPX","May 8, 2026","longcall","long call 7,340","1","profits","575","3915","14.69","3915","NaN","39.15","39","39.3","44.9","44.6","45.2","3915","","7375.73","7382.19"
"May 11, 2026 9:45am","May 11, 2026 9:48am","SPX","May 11, 2026","longcall","long call 7,375","1","profits","425","3395","12.52","3395","NaN","33.95","33.8","34.1","38.2","38","38.4","3395","","7405.67","7410.75"
"May 12, 2026 9:45am","May 12, 2026 3:33pm","SPX","May 12, 2026","longcall","long call 7,350","1","profits","495","4290","11.54","4290","NaN","42.9","42.7","43.1","47.85","47.4","48.3","4290","","7389.02","7397.31"
"May 13, 2026 9:45am","May 13, 2026 10:15am","SPX","May 13, 2026","longcall","long call 7,345","1","profits","530","4850","10.93","4850","NaN","48.5","48.2","48.8","53.8","53.5","54.1","4850","","7388.99","7397.34"
"May 14, 2026 9:45am","May 14, 2026 10:20am","SPX","May 14, 2026","longcall","long call 7,440","1","profits","460","4020","11.44","4020","NaN","40.2","40.1","40.3","44.8","44.6","45","4020","","7475.68","7482.25"
"May 18, 2026 9:45am","May 18, 2026 9:48am","SPX","May 18, 2026","longcall","long call 7,355","1","profits","750","4960","15.12","4960","NaN","49.6","49.4","49.8","57.1","56.4","57.8","4960","","7399.2","7408.73"
"May 20, 2026 9:45am","May 20, 2026 9:47am","SPX","May 20, 2026","longcall","long call 7,345","1","profits","1020","3895","26.19","3895","NaN","38.95","38.7","39.2","49.15","48.8","49.5","3895","","7379.19","7391.6"
"May 26, 2026 9:45am","May 26, 2026 10:05am","SPX","May 26, 2026","longcall","long call 7,490","1","profits","380","3760","10.11","3760","NaN","37.6","37.4","37.8","41.4","41.2","41.6","3760","","7523.82","7529.36"
"May 28, 2026 9:45am","May 28, 2026 9:53am","SPX","May 28, 2026","longcall","long call 7,475","1","profits","570","4100","13.9","4100","NaN","41","40.8","41.2","46.7","46.4","47","4100","","7511.76","7519.25"
"May 29, 2026 9:45am","May 29, 2026 9:55am","SPX","May 29, 2026","longcall","long call 7,565","1","profits","325","3215","10.11","3215","NaN","32.15","32","32.3","35.4","35.3","35.5","3215","","7593.36","7597.12"
"Jun 1, 2026 9:45am","Jun 1, 2026 11:31am","SPX","Jun 1, 2026","longcall","long call 7,545","1","profits","420","3865","10.87","3865","NaN","38.65","38.1","39.2","42.85","42.4","43.3","3865","","7580.13","7587.94"
"Jun 2, 2026 9:45am","Jun 2, 2026 10:10am","SPX","Jun 2, 2026","longcall","long call 7,560","1","profits","410","3360","12.2","3360","NaN","33.6","33.5","33.7","37.7","37.5","37.9","3360","","7589.76","7596.63"
"Jun 4, 2026 9:45am","Jun 4, 2026 9:48am","SPX","Jun 4, 2026","longcall","long call 7,495","1","profits","505","4450","11.35","4450","NaN","44.5","44.3","44.7","49.55","49.2","49.9","4450","","7534.42","7540.2"
"Jun 9, 2026 9:45am","Jun 9, 2026 9:47am","SPX","Jun 9, 2026","longcall","long call 7,430","1","profits","550","4095","13.43","4095","NaN","40.95","40.8","41.1","46.45","46.3","46.6","4095","","7467.62","7473.68"
"Jun 15, 2026 9:45am","Jun 15, 2026 9:49am","SPX","Jun 15, 2026","longcall","long call 7,500","1","profits","725","4380","16.55","4380","NaN","43.8","43.6","44","51.05","50.7","51.4","4380","","7539.88","7549.07"
"Jun 16, 2026 9:45am","Jun 16, 2026 4:00pm","SPX","Jun 16, 2026","longcall","long call 7,525","1","expired","-3835","3835","-100","3835","NaN","38.35","38.1","38.6","0","","","3835","","7559.04","7511.35"
"Jun 22, 2026 9:45am","Jun 22, 2026 9:48am","SPX","Jun 22, 2026","longcall","long call 7,470","1","profits","795","4620","17.21","4620","NaN","46.2","46","46.4","54.15","54","54.3","4620","","7510.59","7521.31"
"Jul 2, 2026 9:45am","Jul 2, 2026 9:49am","SPX","Jul 2, 2026","longcall","long call 7,485","1","profits","680","4465","15.23","4465","NaN","44.65","44.5","44.8","51.45","51.4","51.5","4465","","7525.57","7533.4"
"Jul 6, 2026 9:45am","Jul 6, 2026 9:52am","SPX","Jul 6, 2026","longcall","long call 7,475","1","profits","595","4215","14.12","4215","NaN","42.15","41.6","42.7","48.1","48","48.2","4215","","7513.08","7521.16"
"Jul 7, 2026 9:45am","Jul 7, 2026 4:00pm","SPX","Jul 7, 2026","longcall","long call 7,490","1","expired","-2840","4225","-67.22","4225","NaN","42.25","42.1","42.4","13.85","","","4225","","7527.82","7503.85"
"Jul 9, 2026 9:45am","Jul 9, 2026 9:56am","SPX","Jul 9, 2026","longcall","long call 7,470","1","profits","630","4500","14","4500","NaN","45","44.9","45.1","51.3","51.2","51.4","4500","","7510.18","7518.94"
"Jul 10, 2026 9:45am","Jul 10, 2026 9:48am","SPX","Jul 10, 2026","longcall","long call 7,515","1","profits","385","3730","10.32","3730","NaN","37.3","37.2","37.4","41.15","41","41.3","3730","","7547.72","7554.23"
"Jul 13, 2026 9:45am","Jul 13, 2026 10:00am","SPX","Jul 13, 2026","longcall","long call 7,525","1","profits","475","3515","13.51","3515","NaN","35.15","35.1","35.2","39.9","39.8","40","3515","","7555.61","7561.39"
"Jul 14, 2026 9:45am","Jul 14, 2026 10:41am","SPX","Jul 14, 2026","longcall","long call 7,495","1","profits","580","4860","11.93","4860","NaN","48.6","48.4","48.8","54.4","54.3","54.5","4860","","7539.36","7547.61"
"Jul 15, 2026 9:45am","Jul 15, 2026 10:02am","SPX","Jul 15, 2026","longcall","long call 7,535","1","profits","580","3745","15.49","3745","NaN","37.45","37.4","37.5","43.25","43.1","43.4","3745","","7570.24","7576.98"
"Jul 16, 2026 9:45am","Jul 16, 2026 9:53am","SPX","Jul 16, 2026","longcall","long call 7,500","1","profits","625","4325","14.45","4325","NaN","43.25","43.2","43.3","49.5","49.4","49.6","4325","","7537.36","7546.31"
"Jul 20, 2026 9:45am","Jul 20, 2026 4:00pm","SPX","Jul 20, 2026","longcall","long call 7,475","1","expired","-3915","3915","-100","3915","NaN","39.15","39.1","39.2","0","","","3915","","7512.21","7443.28"
"Jul 21, 2026 9:45am","Jul 21, 2026 9:54am","SPX","Jul 21, 2026","longcall","long call 7,430","1","profits","470","4440","10.59","4440","NaN","44.4","44.3","44.5","49.1","49","49.2","4440","","7471.24","7476.58"
"Jul 22, 2026 9:45am","Jul 22, 2026 9:55am","SPX","Jul 22, 2026","longcall","long call 7,465","1","profits","445","3900","11.41","3900","NaN","39","38.9","39.1","43.45","43.4","43.5","3900","","7501.25","7507.03"
"Jul 24, 2026 9:45am","Jul 24, 2026 9:47am","SPX","Jul 24, 2026","longcall","long call 7,375","1","profits","480","4090","11.74","4090","NaN","40.9","39.2","42.6","45.7","45.6","45.8","4090","","7411.66","7416.06"
"Jul 27, 2026 9:45am","Jul 27, 2026 9:52am","SPX","Jul 27, 2026","longcall","long call 7,420","1","profits","455","4270","10.66","4270","NaN","42.7","42.6","42.8","47.25","47.1","47.4","4270","","7458.72","7465.71"
"Aug 3, 2026 9:45am","Aug 3, 2026 9:52am","SPX","Aug 3, 2026","longcall","long call 7,500","1","profits","785","4310","18.21","4310","NaN","43.1","43","43.2","50.95","50.8","51.1","4310","","7539.89","7548.51"
"Aug 4, 2026 9:45am","Aug 4, 2026 9:46am","SPX","Aug 4, 2026","longcall","long call 7,605","1","profits","495","4095","12.09","4095","NaN","40.95","40.8","41.1","45.9","45.8","46","4095","","7642.86","7649.99"
"Aug 6, 2026 9:45am","Aug 6, 2026 9:48am","SPX","Aug 6, 2026","longcall","long call 7,685","1","profits","780","4850","16.08","4850","NaN","48.5","48.4","48.6","56.3","56.2","56.4","4850","","7729.3","7737.41"
"Aug 7, 2026 9:45am","Aug 7, 2026 10:26am","SPX","Aug 7, 2026","longcall","long call 7,705","1","profits","515","4285","12.02","4285","NaN","42.85","42.7","43","48","47.9","48.1","4285","","7744.63","7750.63"
"Aug 10, 2026 9:45am","Aug 10, 2026 9:50am","SPX","Aug 10, 2026","longcall","long call 7,720","1","profits","365","3285","11.11","3285","NaN","32.85","32.8","32.9","36.5","36.4","36.6","3285","","7751.5","7755.94"
"Aug 11, 2026 9:45am","Aug 11, 2026 10:01am","SPX","Aug 11, 2026","longcall","long call 7,725","1","profits","575","3400","16.91","3400","NaN","34","33.9","34.1","39.75","39.7","39.8","3400","","7756.9","7763.41"
"Aug 12, 2026 9:45am","Aug 12, 2026 9:49am","SPX","Aug 12, 2026","longcall","long call 7,715","1","profits","620","3970","15.62","3970","NaN","39.7","39.6","39.8","45.9","45.6","46.2","3970","","7751.91","7758.68"
"Aug 13, 2026 9:45am","Aug 13, 2026 9:46am","SPX","Aug 13, 2026","longcall","long call 7,750","1","profits","465","3265","14.24","3265","NaN","32.65","32.5","32.8","37.3","37.2","37.4","3265","","7779.92","7786.48"
"Aug 14, 2026 9:45am","Aug 14, 2026 4:00pm","SPX","Aug 14, 2026","longcall","long call 7,780","1","expired","-2286","2890","-79.1","2890","NaN","28.9","28.8","29","6.04","","","2890","","7805.79","7786.04"
"Aug 17, 2026 9:45am","Aug 17, 2026 9:49am","SPX","Aug 17, 2026","longcall","long call 7,750","1","profits","340","2905","11.7","2905","NaN","29.05","29","29.1","32.45","32.4","32.5","2905","","7775.88","7779"
"Aug 18, 2026 9:45am","Aug 18, 2026 4:00pm","SPX","Aug 18, 2026","longcall","long call 7,675","1","expired","-2004","3680","-54.46","3680","NaN","36.8","36.7","36.9","16.76","","","3680","","7706.7","7691.76"
