window_start,window_end,date,bot,trade_id,rule,severity,axis,tier,observed,threshold,detail,verify_by
2026-03-05,2026-07-02,2026-06-09,IC-SPX-FastPT25-S2,T00152,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-06-09 11:29),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-06-10,IC-SPX-FastPT25-S2,T00149,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-06-10 15:16),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-06-16,Trendy-Paper-v1,T00090,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-06-25 10:00),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-06-22,IC-SPX-FastPT25-S2-130PM,T00114,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-06-22 13:33),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-06-24,IC-SPX-FastPT25-S2,T00095,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-06-24 13:25),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-06-24,IC-SPX-FastPT25-S2-130PM,T00100,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-06-24 13:45),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-06-25,IC-SPX-FastPT25-S2-130PM,T00084,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-06-25 13:49),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-06-25,IC-SPX-FastPT25-S2-130PM,T00086,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-06-25 13:37),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-06-25,IC-SPX-FastPT25-S2-130PM,T00087,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-06-25 13:33),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-06-25,IC-SPX-FastPT25-S2-130PM,T00089,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-06-25 13:45),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-06-26,DIR-SPX-Put-Control,T00073,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-06-26 13:09),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-06-26,IC-SPX-FastPT25-S2-130PM,T00062,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-06-26 13:56),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-06-26,IC-SPX-FastPT25-S2-130PM,T00064,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-06-26 13:37),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-06-26,IC-SPX-FastPT25-S2-130PM,T00068,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-06-26 13:40),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-06-29,DIR-SPX-Put-Control,T00054,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-06-29 13:21),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-06-30,DIR-SPX-Put-Control,T00050,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-06-30 11:57),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-07-01,DIR-SPX-Put-Control,T00022,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-07-01 12:03),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-07-01,IC-SPX-FastPT25-S2,T00030,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-07-01 11:09),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-07-01,IC-SPX-FastPT25-S2-130PM,T00016,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-07-01 13:54),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-07-01,IC-SPX-FastPT25-S2-130PM,T00017,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-07-01 13:45),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-07-01,IC-SPX-FastPT25-S2-130PM,T00019,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-07-01 13:33),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-07-02,DIR-SPX-CallVIXdrop,T00012,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-07-02 11:08),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-07-02,IC-SPX-FastPT25-S2,T00002,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-07-02 13:02),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-07-02,IC-SPX-FastPT25-S2-130PM,T00008,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-07-02 13:37),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-03-20,QQQ-IC-0DTE-HedgeC-S3,T00906,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=-0.0417,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-03-23,QQQ-IC-0DTE-Baseline,T00896,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=-0.1765,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-03-23,QQQ-IC-0DTE-HedgeC-S3,T00901,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=-0.0909,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-03-31,QQQ-IC-0DTE-HedgeB-S2,T00850,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=-0.0526,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-03-31,QQQ-IC-0DTE-HedgeC-S3,T00849,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=-0.0526,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-04-07,QQQ-IC-0DTE-HedgeC-S3,T00812,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=-0.0476,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-04-09,IC-SPX-FastPT25-S2,T00787,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=-0.1000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-04-10,IC-SPX-FastPT25-S2,T00771,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-04-13,IC-SPX-FastPT25-S2,T00760,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-04-13,IC-SPX-FastPT25-S2,T00763,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-04-14,IC-SPX-FastPT25-S2,T00746,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-04-14,IC-SPX-FastPT25-S2,T00748,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-04-14,QQQ-IC-0DTE-HedgeB-S2,T00744,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-04-15,IC-SPX-FastPT25-S2,T00736,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-04-16,IC-SPX-FastPT25-S2,T00724,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-04-17,IC-SPX-FastPT25-S2,T00705,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-04-17,IC-SPX-FastPT25-S2,T00707,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-04-17,QQQ-IC-0DTE-HedgeC-S3,T00703,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=-0.1429,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-04-20,IC-SPX-FastPT25-S2,T00693,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-04-20,IC-SPX-FastPT25-S2,T00694,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-04-20,QQQ-IC-0DTE-HedgeC-S3,T00692,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=-0.1818,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-04-21,IC-SPX-FastPT25-S2,T00681,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-04-21,IC-SPX-FastPT25-S2,T00683,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-04-21,QQQ-IC-0DTE-HedgeC-S3,T00677,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=-0.0714,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-04-23,QQQ-IC-0DTE-HedgeB-S2,T00639,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-04-27,IC-SPX-FastPT25-S2,T00592,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=-0.0667,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-04-27,IC-SPX-FastPT25-S2,T00594,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-04-27,IC-SPX-FastPT25-S2,T00595,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-04-27,QQQ-IC-0DTE-HedgeB-S2,T00589,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=-0.1111,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-04-27,QQQ-IC-0DTE-HedgeC-S3,T00590,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=-0.1111,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-04-28,IC-SPX-FastPT25-S2,T00578,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-04-28,QQQ-IC-0DTE-HedgeB-S2,T00573,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-04-28,QQQ-IC-0DTE-HedgeC-S3,T00572,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=-0.0769,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-04-30,IC-SPX-FastPT25-S2,T00547,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-04-30,QQQ-IC-0DTE-Baseline,T00530,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=-0.3636,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-04-30,QQQ-IC-0DTE-Fortress,T00532,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-04-30,QQQ-IC-0DTE-Fortress-NoPT50,T00535,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-04-30,QQQ-IC-0DTE-Fortress-S2,T00537,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-05-01,IC-SPX-FastPT25-S2,T00522,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-05-01,IC-SPX-FastPT25-S2,T00523,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-05-01,QQQ-IC-0DTE-HedgeC-S3,T00520,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=-0.1250,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-05-04,IC-SPX-FastPT25-S2,T00506,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-05-04,QQQ-IC-0DTE-HedgeB-S2,T00500,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=-0.1429,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-05-05,IC-SPX-FastPT25-S2,T00482,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-05-05,QQQ-IC-0DTE-HedgeB-S2,T00475,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=-0.1111,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-05-05,QQQ-IC-0DTE-HedgeC-S3,T00474,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=-0.1111,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-05-06,IC-SPX-FastPT25-S2,T00461,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-05-06,IC-SPX-FastPT25-S2,T00463,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=-0.1333,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-05-06,QQQ-IC-0DTE-HedgeB-S2,T00459,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-05-07,IC-SPX-FastPT25-S2,T00447,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=-0.1000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-05-07,IC-SPX-FastPT25-S2,T00449,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-05-07,QQQ-IC-0DTE-HedgeA-S1,T00441,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-05-07,QQQ-IC-0DTE-HedgeB-S2,T00444,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=-0.1111,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-05-07,QQQ-IC-0DTE-HedgeC-S3,T00443,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=-0.1111,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-05-07,QQQ-IC-0DTE-HedgeD-Conditional,T00440,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-05-07,QQQ-IC-0DTE-HedgeTest,T00442,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-05-07,QQQ-IC-0DTE-Raw-HoldToExp,T00435,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-05-08,IC-SPX-FastPT25-S2,T00425,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-05-08,IC-SPX-FastPT25-S2,T00428,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-05-08,QQQ-IC-0DTE-HedgeA-S1,T00412,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-05-08,QQQ-IC-0DTE-HedgeB-S2,T00423,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-05-08,QQQ-IC-0DTE-HedgeB-S2,T00424,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-05-08,QQQ-IC-0DTE-HedgeC-S3,T00421,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-05-08,QQQ-IC-0DTE-HedgeD-Conditional,T00418,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-05-08,QQQ-IC-0DTE-HedgeTest,T00416,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-05-08,QQQ-IC-0DTE-Raw-HoldToExp,T00414,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-05-11,IC-SPX-FastPT25-S2,T00405,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-05-11,IC-SPX-FastPT25-S2,T00406,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-05-11,IC-SPX-FastPT25-S2,T00408,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-05-12,IC-SPX-FastPT25-S2,T00388,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
2026-03-05,2026-07-02,2026-05-12,IC-SPX-FastPT25-S2,T00389,NEVER_IN_PROFIT,INFO,FIRE,S,mfe=+0.0000,mfe > 0,"the position was never in profit for a single recorded mark — an entry-side question, not an exit-side one",entry timestamp vs the tape; the C1 regime inputs for that morning
